,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
4114,Dope Sport,5,2021-03-05,"HGEMONA$, Moose, Sardos97",https://open.spotify.com/track/2lfAcEBz3k1NDjKSIW6x8G,Greece,18601.0,0.821,0.478,9.0,-12.317,0.39,0.0566,1.46e-05,0.115,0.423,76.05,186316.0,Rap
4115,Bøgda,5,2021-03-27,"Hagle, Staysman",https://open.spotify.com/track/1MpCvOlkM8VbH50AL7mAUm,Norway,91013.0,0.689,0.721,0.0,-7.639,0.0787,0.0221,0.0,0.142,0.906,140.055,164127.0,Pop
4116,Close Eyes,5,2021-10-03,DVRST,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,Ukraine,12958.0,0.784,0.572,0.0,-9.853,0.0573,0.0748,0.843,0.139,0.209,96.181,132346.0,Rap
4117,"Aabaad Barbaad (From ""Ludo"")",5,2020-12-27,"Pritam, Arijit Singh",https://open.spotify.com/track/0hFUtSsV2itYEUTZGj6w5H,India,156937.0,0.626,0.522,7.0,-5.857,0.0317,0.686,0.0,0.41,0.628,118.001,309103.0,Pop
4118,Love Is Gone - Acoustic,5,2021-03-05,"SLANDER, Dylan Matthew",https://open.spotify.com/track/7F1CiKqrY44kh5cDqwHOnx,Malaysia,31831.0,0.541,0.153,6.0,-10.654,0.0303,0.882,1.66e-06,0.16,0.359,139.644,176972.0,Pop
4119,Langt Ude,5,2019-09-27,"Ude Af Kontrol, Faustix",https://open.spotify.com/track/45j9h6oqPrQaN4Y4uQhGNu,Denmark,70529.0,0.734,0.939,0.0,-3.156,0.143,0.0504,3.04e-06,0.184,0.375,128.034,162681.0,Rap
4120,RAIN,5,2017-12-31,SEKAI NO OWARI,https://open.spotify.com/track/40cPkRjw5aLQIOjaqgUVnB,Japan,15112.0,0.526,0.758,8.0,-3.732,0.0256,0.171,0.0,0.304,0.482,97.957,306985.0,Rock
4121,Saturne,5,2017-01-02,"Nekfeu, Sneazzy, S.Pri Noir",https://open.spotify.com/track/5t9fmZx0pcNxLykKTv6eOe,France,75007.0,0.757,0.807,5.0,-8.471,0.501,0.557,0.0,0.126,0.0398,91.001,363213.0,Rap
4122,Youm Talat,5,2019-11-18,Amr Diab,https://open.spotify.com/track/512PRgcIjizP6KFJQLcRDF,Egypt,3408.0,0.76,0.868,2.0,-4.997,0.0403,0.0356,4.63e-05,0.101,0.775,108.554,212058.0,Pop
4123,Si Te Sentis Sola,5,2018-03-06,Duki,https://open.spotify.com/track/2Z4VK9otSeq3MxWcEgptUa,Argentina,168678.0,0.851,0.657,11.0,-5.147,0.077,0.0395,0.0,0.123,0.388,140.05,178295.0,Rap
4124,Cascare nei tuoi occhi,5,2018-11-05,Ultimo,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M,Italy,224915.0,0.732,0.46,0.0,-8.629,0.104,0.541,0.0,0.0896,0.405,67.983,226160.0,Pop
4125,ถ้าเธอต้องเลือก,5,2018-06-09,Illslick,https://open.spotify.com/track/5Of65kRDivh4UHG3SG5Iad,Thailand,11322.0,0.853,0.585,7.0,-4.098,0.0474,0.807,0.0,0.175,0.678,117.694,188783.0,Pop
4126,Robe,5,2019-11-18,"Dadju, Damso",https://open.spotify.com/track/1kkr3v3SFQ6dXBkxA8xoh2,France,202399.0,0.782,0.65,1.0,-7.326,0.0926,0.218,0.0,0.118,0.309,93.004,223947.0,R&B
4127,Intro,5,2021-07-16,RAF Camora,https://open.spotify.com/track/0M6quWAqeqAtZe7HP2a270,Austria,53134.0,0.655,0.508,9.0,-8.891,0.294,0.354,0.000181,0.0935,0.16,69.321,105784.0,Rap
4128,Machu Picchu,5,2021-03-05,"Camilo, Evaluna Montaner",https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf,Colombia,80664.0,0.788,0.789,0.0,-2.39,0.124,0.397,0.0,0.226,0.867,167.897,179005.0,Pop
4129,Not With Me,5,2019-03-12,Wiktoria,https://open.spotify.com/track/4MmdyMZcPEk4Ypv2qcKM3I,Sweden,150994.0,0.559,0.469,9.0,-5.578,0.0448,0.234,0.0,0.0842,0.121,157.881,183490.0,Pop
4130,J'voulais,5,2018-11-30,Maes,https://open.spotify.com/track/1JmVHDcU1ipRKFj4HeHyPn,France,202178.0,0.665,0.554,11.0,-10.563,0.0933,0.545,0.0,0.0955,0.392,156.109,213773.0,Rap
4131,shut up,5,2020-10-30,Ariana Grande,https://open.spotify.com/track/3ko9jEHNt4O5fjKN65ULJp,United States,1943259.0,0.499,0.462,0.0,-5.308,0.0312,0.801,0.0,0.0946,0.599,127.698,157710.0,R&B
4132,Candy Pop,5,2018-02-12,TWICE,https://open.spotify.com/track/39GvWlUAF4Y3qzboUyvBkg,Japan,18552.0,0.599,0.943,0.0,-1.457,0.0894,0.177,2.6e-05,0.141,0.84,174.059,202010.0,Pop
4133,I skyggen (feat. Den nye Mads Hansen),5,2019-06-14,Bernt Hulsker,https://open.spotify.com/track/24vJxXMDQQfVIMkhaOj5oP,Norway,96346.0,0.736,0.72,0.0,-6.407,0.0603,0.0872,0.0,0.373,0.809,99.984,169216.0,Pop
4134,(Не)идеальна,5,2021-04-24,Egor Kreed,https://open.spotify.com/track/4td0GwMmapEdpV2g5C2l9K,Russia,53588.0,0.686,0.573,7.0,-7.429,0.11,0.23,5.61e-06,0.153,0.248,87.983,158302.0,Pop
4135,Wenn das Schicksal trifft,5,2021-05-14,Kontra K,https://open.spotify.com/track/7AqFRTYoOtb7Unbi6SuUaj,Germany,437448.0,0.683,0.676,1.0,-7.062,0.196,0.0115,0.0,0.172,0.429,75.99,196383.0,Rap
4136,1990s Utopia,5,2020-09-01,"Taco Hemingway, Kacha",https://open.spotify.com/track/2g0jE8oC141QYXvdOrOdm0,Poland,133222.0,0.638,0.577,11.0,-9.148,0.151,0.525,1.71e-05,0.176,0.337,140.04,240507.0,Rap
4137,PGP,5,2018-03-30,Ninho,https://open.spotify.com/track/5JsTpRqcAbpDeXv1hc3nQ1,France,230469.0,0.409,0.705,8.0,-7.862,0.325,0.0527,0.0,0.307,0.305,189.027,221320.0,Rap
4138,Ba Xolele - 729 Street Vocal,5,2021-07-03,"Dzo 729, Guyu Pane, YoungStunner",https://open.spotify.com/track/66qOuPxn0XSg27YLKpdExn,South Africa,15448.0,0.773,0.405,1.0,-19.646,0.0582,0.0314,0.11,0.242,0.231,113.008,501002.0,Pop
4139,INVESTERE (feat. Gilli & Benny Jamz),5,2019-06-14,"Branco, Stepz",https://open.spotify.com/track/6MGPry5UvgupkcEirFvCpv,Denmark,70151.0,0.812,0.513,7.0,-7.24,0.437,0.0173,0.0,0.121,0.641,144.007,258939.0,Rap
4140,Je Kent ’t Wel,5,2019-08-23,"Chivv, Lil Kleine, Frsh",https://open.spotify.com/track/3MQXfgB6rQbtS5tDCZR1im,Netherlands,182951.0,0.868,0.917,7.0,-5.016,0.162,0.0226,0.0,0.107,0.745,120.031,218336.0,Rap
4141,Al Fuego,5,2017-07-09,NODE,https://open.spotify.com/track/7zHAa2ADauy4i1YubAKffk,Denmark,69354.0,0.829,0.619,1.0,-4.201,0.0561,0.476,0.000614,0.15,0.362,104.028,203683.0,Rap
4142,Damdamdeo,5,2019-08-23,Lorenzo,https://open.spotify.com/track/1r7Uste80NvDFq2ejM2K5D,France,240779.0,0.932,0.784,6.0,-7.045,0.139,0.322,0.0,0.0824,0.75,138.165,185040.0,Rap
4143,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",5,2018-05-25,Diplo,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO,Romania,3133.0,0.618,0.845,2.0,0.175,0.132,0.114,0.0,0.415,0.486,171.921,181720.0,Rap
4144,Long Gone,5,2019-11-08,SIX60,https://open.spotify.com/track/4PFAQAuJ9dEgamYO88Zp9P,New Zealand,48903.0,0.655,0.416,2.0,-6.449,0.0724,0.504,0.0,0.0804,0.536,91.85,178080.0,Pop
4145,Kids in Love,5,2017-10-21,"Kygo, The Night Game",https://open.spotify.com/track/2UxfcZJCphbEkfbZ6nLiDx,Norway,106825.0,0.497,0.67,0.0,-4.509,0.0348,0.435,1.25e-06,0.389,0.236,121.826,262458.0,Pop
4146,Esclavo de Tus Besos,5,2019-03-13,"Manuel Turizo, Ozuna",https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,Colombia,55163.0,0.805,0.671,5.0,-5.316,0.111,0.113,0.0,0.278,0.522,90.979,219302.0,Pop
4147,New Heights,5,2018-01-26,NOËP,https://open.spotify.com/track/3ICpGhrulCHC1rw0qvs27W,Estonia,2944.0,0.684,0.755,11.0,-7.352,0.167,0.255,0.0,0.175,0.394,118.039,192209.0,Pop
4148,Bratan,5,2021-03-05,"Malik Montana, Tovaritch",https://open.spotify.com/track/7L5gakQGivisTEWdKkUrZg,Poland,90851.0,0.748,0.573,2.0,-7.934,0.0553,0.0694,1.11e-05,0.345,0.52,140.027,169714.0,Rap
4149,Non Me Ne Frega Un Cazzo (feat. Fabri Fibra),5,2020-06-19,Ernia,https://open.spotify.com/track/3QGKwtZ2jRvI9AXzIQ2AhP,Italy,449322.0,0.733,0.831,10.0,-4.449,0.303,0.415,2.69e-06,0.16,0.79,93.953,209362.0,Rap
4150,La bandite,5,2019-06-14,Jul,https://open.spotify.com/track/0sOeocOCv6IFQJwGhgAxyq,France,320232.0,0.845,0.717,5.0,-6.771,0.211,0.666,0.0,0.11,0.686,122.491,160893.0,Rap
4151,Dior Money,5,2019-10-18,"Jonna Fraser, Frenna, Henkie T",https://open.spotify.com/track/7lhRRFeSBCECgzyPBv5gSd,Netherlands,216560.0,0.836,0.737,11.0,-4.954,0.262,0.0598,0.00181,0.284,0.473,93.042,177634.0,Rap
4152,"1,50",5,2020-12-27,"KASIMIR1441, Chapo102",https://open.spotify.com/track/0FUDSjFuqeVwGFVsZMByZp,Germany,192135.0,0.783,0.807,4.0,-4.576,0.393,0.0538,0.0,0.141,0.781,92.539,111581.0,Rap
4153,Muuri,5,2021-05-21,Mikael Gabriel,https://open.spotify.com/track/4snwfFDmLOyilXsRhYPSU6,Finland,44416.0,0.66,0.674,4.0,-6.379,0.0618,0.233,0.000135,0.156,0.286,125.952,182120.0,Pop
4154,Etranger (feat. Damso),5,2021-03-05,ElGrandeToto,https://open.spotify.com/track/78UMhbpEdGKXSc9nk25ow0,Morocco,135140.0,0.736,0.605,2.0,-7.919,0.346,0.0665,0.0,0.0906,0.267,88.008,208213.0,Rap
4155,King,5,2021-06-22,7liwa,https://open.spotify.com/track/24D1u0ZoHLxIiuTB4M5Bhz,Morocco,17606.0,0.649,0.564,9.0,-5.101,0.485,0.315,0.0,0.0606,0.154,106.201,181579.0,Rap
4156,NO WAY (feat. Nitro) - prod. Low Kidd,5,2019-07-09,"MACHETE, Tedua, tha Supreme",https://open.spotify.com/track/2gUn6S1SuuXK0BvypPKnir,Italy,429659.0,0.739,0.727,6.0,-7.072,0.329,0.0344,0.0,0.681,0.43,131.024,218024.0,Rap
4157,Santa Claus Is Coming To Town,5,2017-12-24,The Jackson 5,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z,Japan,19590.0,0.682,0.577,0.0,-11.309,0.0352,0.271,0.000786,0.0796,0.943,147.331,143773.0,R&B
4158,Kardio,5,2018-12-29,DMS,https://open.spotify.com/track/7hank1dOJsHakKfvRjhnej,Slovakia,3784.0,0.848,0.627,5.0,-6.319,0.305,0.185,0.0,0.0562,0.772,87.958,212727.0,Rap
4159,Door De Wind,5,2020-10-31,Miss Montreal,https://open.spotify.com/track/6OstEPUAIsryuOcK6fBnnn,Netherlands,209281.0,0.579,0.0945,3.0,-18.377,0.0396,0.705,4.27e-06,0.0817,0.353,123.994,170277.0,Pop
4160,Cambio,5,2019-06-27,"Ozuna, Anuel AA",https://open.spotify.com/track/3cg9A9GVyZAT2CPevqWr65,Dominican Republic,14446.0,0.548,0.542,11.0,-6.839,0.139,0.274,0.0,0.0967,0.649,174.043,370492.0,Rap
4161,Bakstenen,5,2021-03-05,"Lijpe, Kevin",https://open.spotify.com/track/54CF09pUQfkmjuaGCvoX49,Netherlands,216867.0,0.861,0.528,0.0,-8.214,0.321,0.24,1.12e-06,0.101,0.548,100.052,173892.0,Rap
4162,Contra,5,2018-03-09,Logic,https://open.spotify.com/track/7u90MSvVyEjL0c8icaE7jl,United States,1443505.0,0.804,0.823,8.0,-5.837,0.0488,0.104,0.0,0.2,0.616,126.007,217147.0,Rap
4163,Persia - Remix,5,2021-10-30,"Jossef, Jamby El Favo, Eix",https://open.spotify.com/track/3SgybTfx3GWHAcjhK9iPmz,Paraguay,43351.0,0.736,0.785,10.0,-3.676,0.0567,0.198,4.44e-06,0.109,0.747,176.021,250907.0,Pop
4164,One Last Time,5,2017-06-05,Ariana Grande,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,United Kingdom,377106.0,0.624,0.618,8.0,-4.868,0.0322,0.115,3.3e-06,0.104,0.122,125.036,197253.0,Pop
4165,Beni Sev,5,2018-09-05,Hande Yener,https://open.spotify.com/track/0bE8X3KwUifITMaibVR9eD,Turkey,57468.0,0.585,0.766,2.0,-4.75,0.0329,0.00678,1.36e-05,0.422,0.363,110.006,259093.0,Pop
4166,LOVE BANDANA,5,2019-10-18,"Ketama126, Tedua, Chris Nolan",https://open.spotify.com/track/15hXSWGLcvtUZLtzCY7E0Q,Italy,318607.0,0.623,0.76,8.0,-6.688,0.2,0.341,0.0,0.119,0.566,155.015,212880.0,Rap
4167,Attentat,5,2021-11-12,"PLK, OBOY",https://open.spotify.com/track/5ioieZofgvXQK70RFhVohl,France,354475.0,0.844,0.656,7.0,-5.935,0.216,0.192,1.82e-05,0.115,0.398,99.983,194267.0,Rap
4168,I Think He Knows,5,2019-08-23,Taylor Swift,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd,United States,1742761.0,0.897,0.366,0.0,-8.029,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387.0,Pop
4169,Santana,5,2018-06-11,Alonzo,https://open.spotify.com/track/0G0WC5ghZRRH6LJNNXtK1W,France,153147.0,0.786,0.755,8.0,-7.185,0.0961,0.454,5.03e-06,0.138,0.665,146.058,230107.0,Rap
4170,Warnung,5,2019-01-20,Kontra K,https://open.spotify.com/track/3OgD9c7c6GhEWUK660Ezbr,Germany,363767.0,0.718,0.79,6.0,-4.861,0.129,0.0453,0.0,0.0739,0.605,151.072,194307.0,Rap
4171,Trezor,5,2019-10-02,Karel Gott,https://open.spotify.com/track/3xakTmUd5yvAIg8IgDOqzi,Czech Republic,19491.0,0.581,0.735,7.0,-6.989,0.059,0.613,0.0,0.123,0.888,88.259,116573.0,Pop
4172,POL Smoke,5,2020-08-29,"Taco Hemingway, Borucci",https://open.spotify.com/track/47LH3UASt6YZLdtfthYPUP,Poland,179472.0,0.728,0.743,7.0,-6.519,0.204,0.337,0.0,0.224,0.488,141.952,213560.0,Rap
4173,Aji Aji,5,2017-11-07,Basim,https://open.spotify.com/track/7FfIH0Yv6GVzir3PgQQJwP,Denmark,62640.0,0.687,0.742,2.0,-5.328,0.0988,0.00611,0.0,0.106,0.394,103.987,180891.0,Pop
4174,Ohne Mich,5,2018-04-13,Ufo361,https://open.spotify.com/track/2uGMZKZoeLFBVQUZRAK39D,Austria,16754.0,0.698,0.474,7.0,-8.686,0.157,0.398,0.00535,0.128,0.185,138.997,251927.0,Rap
4175,Привет,5,2021-11-23,Kambulat,https://open.spotify.com/track/2INWHGzw5qTbdeLDARChfe,Russia,77982.0,0.676,0.383,5.0,-8.971,0.042,0.532,0.0,0.236,0.37,85.021,128471.0,Pop
4176,God Dag,5,2017-01-26,KESI,https://open.spotify.com/track/4Jg4Qp4byYVpJ5m5NpiLa9,Denmark,74165.0,0.823,0.7,4.0,-4.907,0.0652,0.0665,2.21e-05,0.111,0.744,111.966,172857.0,Rap
4177,Otto,5,2018-08-31,SCH,https://open.spotify.com/track/5TMvoLmSvPk4pmWKcWfzTz,France,200791.0,0.713,0.591,3.0,-8.376,0.119,0.865,0.00136,0.115,0.218,87.018,289960.0,Rap
4178,ANDRE ROSE,5,2019-10-31,Zayo,https://open.spotify.com/track/4zuMXOmWR3QuiHQnvYbyVl,Slovakia,8407.0,0.781,0.693,2.0,-8.222,0.0946,0.295,0.000136,0.183,0.444,100.003,151950.0,Rap
4179,Chinchilla (feat. KC Rebell & Capital Bra),5,2018-05-14,Summer Cem,https://open.spotify.com/track/1A5nTDzLS8ckYOLiQMgtmG,Germany,320959.0,0.51,0.666,7.0,-4.667,0.332,0.181,0.0,0.0911,0.361,83.648,294347.0,Rap
4180,Fuck Love (feat. Trippie Redd),5,2018-06-19,XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,Latvia,5439.0,0.797,0.533,0.0,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520.0,R&B
4181,Sisa Rasa,5,2021-11-26,Mahalini,https://open.spotify.com/track/6pmo9ha8iOPZc5lxPU9o8w,Indonesia,219894.0,0.488,0.405,8.0,-6.324,0.0302,0.503,6.86e-06,0.108,0.152,122.049,254863.0,Pop
4182,Slow Hands,5,2017-05-21,Niall Horan,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,Ireland,31392.0,0.728,0.426,0.0,-6.69,0.0509,0.0142,0.0,0.0546,0.844,85.908,188174.0,Pop
4183,The Wrong Place,5,2021-05-19,Hooverphonic,https://open.spotify.com/track/6riWD7fUly0edv1gUZaguM,Lithuania,9326.0,0.551,0.693,5.0,-4.757,0.034,0.0476,2.4e-06,0.146,0.193,80.088,176507.0,Pop
4184,hello kitty,5,2019-12-17,"Dalyb, Dara Rolins",https://open.spotify.com/track/1lMv94jqFxcfddrQDHPi13,Slovakia,20022.0,0.716,0.69,6.0,-7.973,0.0673,0.0243,0.0,0.284,0.574,127.022,195125.0,Rap
4185,Friend Of Mine (feat. Vargas & Lagola),5,2017-08-13,Avicii,https://open.spotify.com/track/5WEqjIUHkwZ5h3DSE7F9bM,Sweden,161885.0,0.701,0.717,7.0,-4.367,0.056,0.0181,0.00599,0.0713,0.666,109.999,159864.0,Pop
4186,Million,5,2019-01-25,"Fouli, Branco",https://open.spotify.com/track/3bsjdAwV1wjPM0abu8Lutl,Denmark,61936.0,0.779,0.665,10.0,-6.077,0.175,0.0656,0.0,0.0802,0.511,139.902,171247.0,Rap
4187,Nowe Szklane Domy,5,2020-08-26,"Kaz Bałagane, Taco Hemingway, @atutowy",https://open.spotify.com/track/11taVqylO0WdqKXHVaJuA3,Poland,78534.0,0.767,0.763,1.0,-5.68,0.166,0.0227,5.2e-05,0.0759,0.524,159.053,172075.0,Rap
4188,3 Telefony,5,2021-11-08,Malik Montana,https://open.spotify.com/track/45kOuu3YasGpxiumk6SBaT,Poland,165592.0,0.576,0.601,1.0,-8.961,0.37,0.263,0.0,0.113,0.229,98.237,133199.0,Rap
4189,Passepartout (feat. Lazza),5,2018-01-12,Nitro,https://open.spotify.com/track/22J3THKe7sVVPV31HcXNVd,Italy,170305.0,0.708,0.723,1.0,-6.72,0.275,0.095,6.98e-05,0.102,0.475,145.968,214227.0,Rap
4190,KAMPFSPORT,5,2021-07-02,"Farid Bang, Capital Bra",https://open.spotify.com/track/326YJamh2CKMWGH0EbQXM2,Switzerland,40425.0,0.484,0.719,2.0,-7.006,0.418,0.0648,0.0,0.228,0.462,178.833,157187.0,Rap
4191,Balenciaga,5,2018-02-23,Ufo361,https://open.spotify.com/track/3H8n2CHfv2tV1UYsIO0OwG,Germany,287783.0,0.755,0.554,7.0,-7.449,0.106,0.122,0.000377,0.109,0.178,137.075,200821.0,Rap
4192,Tu le C,5,2018-02-23,Lorenzo,https://open.spotify.com/track/0js2ot9kRfw2VVQpeXK2Rt,France,159456.0,0.793,0.621,8.0,-5.376,0.297,0.0998,0.0,0.0981,0.398,161.845,167947.0,Rap
4193,Doe Rustig!,5,2017-09-07,"Lijpe, DJ Stijco",https://open.spotify.com/track/4Rg9TAzx7mq7MEmEFdQzIb,Netherlands,148334.0,0.886,0.833,11.0,-6.489,0.323,0.0704,1.92e-05,0.0549,0.612,125.015,219144.0,Rap
4194,Sputapalline (feat. Coez),5,2018-04-13,Noyz Narcos,https://open.spotify.com/track/0vnj14R32mrC6hHcSD5ANT,Italy,237244.0,0.687,0.858,11.0,-3.526,0.307,0.0178,0.0,0.228,0.226,76.058,199160.0,Rap
4195,De Ved Godt (feat. NODE),5,2017-09-04,Fouli,https://open.spotify.com/track/2rZ4bA8rH9ym9IC4gYsRRD,Denmark,61691.0,0.667,0.802,11.0,-4.533,0.32,0.159,0.0,0.291,0.734,119.975,240543.0,Rap
4196,Nobody But You,5,2018-05-13,Cesar Sampson,https://open.spotify.com/track/41gxXNTTz6LNVY2LIKoRHn,Iceland,6065.0,0.502,0.509,11.0,-6.321,0.0322,0.09,0.0,0.358,0.434,84.818,183511.0,Pop
4197,Without You,5,2019-02-17,STEFAN,https://open.spotify.com/track/5ihZjvudlwtS1A2PZPiJVm,Estonia,3064.0,0.627,0.538,2.0,-4.908,0.0446,0.586,0.0,0.0946,0.376,129.905,180000.0,Pop
4198,Vacaciones,5,2017-01-21,Wisin,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,Chile,101554.0,0.772,0.909,6.0,-3.225,0.166,0.256,0.0,0.255,0.694,96.031,238800.0,Rap
4199,Teil von mir,5,2021-11-26,KC Rebell,https://open.spotify.com/track/6kezdAUvjvgZJcxrSH5c2W,Germany,480172.0,0.747,0.592,5.0,-8.495,0.149,0.466,2.67e-06,0.105,0.667,144.034,187307.0,Rap
4200,Habang Buhay,5,2021-11-11,Zack Tabudlo,https://open.spotify.com/track/63bmIgH9sS6sX5Sc7MetGq,Philippines,258595.0,0.62,0.668,9.0,-5.719,0.0305,0.088,0.0,0.362,0.183,118.013,244068.0,Pop
4201,Kasih Putih,5,2020-04-09,Glenn Fredly,https://open.spotify.com/track/3Qiv7UhkqYeBExD6gZ1m3k,Indonesia,252103.0,0.451,0.303,3.0,-11.871,0.0296,0.809,3.61e-06,0.0933,0.247,123.77,237000.0,Pop
4202,Richard Millie,5,2019-08-09,Ufo361,https://open.spotify.com/track/7Dkiyv0M2lxPUc4KojybgP,Austria,27698.0,0.831,0.682,7.0,-6.991,0.0993,0.025,0.000895,0.4,0.176,113.338,158518.0,Rap
4203,COEUR EN MIETTES,5,2020-09-21,"Damso, Lous and The Yakuza",https://open.spotify.com/track/32arZ09m8FH1vTNJn2xdmH,France,388868.0,0.715,0.595,7.0,-8.578,0.0464,0.64,0.00586,0.122,0.775,139.952,208040.0,R&B
4204,One Point Perspective,5,2018-05-11,Arctic Monkeys,https://open.spotify.com/track/1t67WYNfUxfOiwaz7SJ66b,United Kingdom,531767.0,0.714,0.585,8.0,-4.57,0.0419,0.057,0.00444,0.144,0.842,77.104,208640.0,Rock
4205,LIKEY,5,2017-11-07,TWICE,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI,Japan,15479.0,0.723,0.898,4.0,-1.081,0.0354,0.431,0.0015,0.136,0.394,131.96,207824.0,Pop
4206,SCUZE,5,2019-05-04,5GANG,https://open.spotify.com/track/4fOLGzoWLkD10KeG1MpCw3,Romania,5400.0,0.875,0.701,5.0,-6.103,0.291,0.313,0.0,0.0956,0.746,158.97,205283.0,Pop
4207,Never Going Home,5,2021-07-21,Kungs,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X,France,226499.0,0.836,0.846,0.0,-4.673,0.0392,0.0907,0.047,0.057,0.942,122.042,169945.0,Pop
4208,Kriminell,5,2018-03-19,"Azet, Zuna, Noizy",https://open.spotify.com/track/6BPbNmOnVGHxVWRqeWvJaJ,Germany,258117.0,0.664,0.725,4.0,-3.9,0.386,0.262,0.0,0.0848,0.552,127.863,204347.0,Rap
4209,Summertime Magic,5,2018-07-13,Childish Gambino,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF,Lithuania,4170.0,0.76,0.579,0.0,-7.374,0.0567,0.0127,0.00344,0.106,0.129,100.011,213600.0,Pop
4210,Amen,5,2018-06-01,"AKA, L-Tido",https://open.spotify.com/track/2qmYKorKBBTe1lYdNl67jo,South Africa,2759.0,0.835,0.644,7.0,-6.175,0.149,0.113,2.25e-06,0.101,0.41,120.007,364009.0,Rap
4211,DNA,5,2021-10-01,RAF Camora,https://open.spotify.com/track/2xwYEsJIXhbQdtHS0eLHF0,Austria,39076.0,0.708,0.684,8.0,-8.049,0.158,0.224,0.00269,0.12,0.39,149.078,154003.0,Rap
4212,DSGIS,5,2019-12-16,Yasin,https://open.spotify.com/track/1ett0ayp7e0sad3oWQtJPQ,Sweden,124546.0,0.759,0.625,0.0,-6.897,0.165,0.00594,0.0953,0.14,0.228,76.043,144671.0,Rap
4213,Głupi byt,5,2017-08-04,Taco Hemingway,https://open.spotify.com/track/5mv7w7lsmOAWhSMYPz7vSN,Poland,40106.0,0.825,0.525,2.0,-8.744,0.219,0.173,5.4e-06,0.101,0.34,109.952,250107.0,Pop
4214,La puerta,5,2020-03-10,Ninho,https://open.spotify.com/track/6hSrPj9ikfFsxE04iVYvCa,France,380660.0,0.441,0.863,5.0,-5.096,0.407,0.163,0.0,0.122,0.171,66.897,246786.0,Rap
4215,Playbackaris,5,2019-12-16,Kontrafakt,https://open.spotify.com/track/5rtRD2TjgH5soZnDp0PTjp,Slovakia,20227.0,0.797,0.641,5.0,-4.492,0.0534,0.00161,0.0,0.145,0.291,119.003,232800.0,Rap
4216,Safe Salina (Moroccan Remix),5,2020-06-26,"Tawsen, Manal, ElGrandeToto",https://open.spotify.com/track/2nf1owFJaeOw5YubEW52ga,Morocco,4639.0,0.836,0.581,3.0,-8.961,0.0696,0.106,1.17e-06,0.101,0.639,110.999,182986.0,Rap
4217,Pane mut sekasin,5,2017-08-15,Aleksanteri Hakaniemi,https://open.spotify.com/track/1TfT4AtYSreDh4AcOmyq5D,Finland,49246.0,0.78,0.904,10.0,-5.025,0.0707,0.056,0.0,0.0482,0.964,139.988,192569.0,Pop
4218,ice baby,5,2020-10-17,Viktor Sheen,https://open.spotify.com/track/45t3Cu69GaHWSud3EoXJ21,Czech Republic,63467.0,0.815,0.535,7.0,-7.947,0.412,0.745,1.8e-05,0.144,0.57,83.034,95422.0,Rap
4219,Elvira,5,2020-01-17,Maes,https://open.spotify.com/track/3VxDCnNHD1mtXFGFDPqhe4,France,622495.0,0.813,0.629,0.0,-7.006,0.404,0.308,0.0,0.191,0.231,119.996,244267.0,Rap
4220,Dale Mami,5,2021-09-09,"Omer Adam, Nicky Jam",https://open.spotify.com/track/3Yh0Yna6sNu4anb3xF9vow,Israel,24505.0,0.852,0.803,9.0,-3.842,0.0615,0.0405,1.07e-05,0.0811,0.558,97.999,168980.0,Pop
4221,แอบบอกรัก,5,2018-06-01,Jaonaay,https://open.spotify.com/track/1xJP5BQBwQRl59B6EGcujF,Thailand,10196.0,0.574,0.628,8.0,-6.767,0.0321,0.394,0.0,0.181,0.636,140.019,180717.0,Pop
4222,HO PAURA DI USCIRE,5,2018-11-13,Salmo,https://open.spotify.com/track/4Nc1FDBI1NUiN48MjTiXEi,Italy,450335.0,0.631,0.883,0.0,-4.356,0.388,0.064,0.0,0.0872,0.585,120.079,197747.0,Rap
4223,Rich,5,2018-03-19,Josylvio,https://open.spotify.com/track/2vlcaDETswV46y1yA6exWj,Netherlands,162426.0,0.852,0.685,11.0,-5.088,0.0582,0.0529,0.0,0.0918,0.871,160.028,181525.0,Rap
