,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
2414,El Hob Fein,2,2021-03-30,Marwan Pablo,https://open.spotify.com/track/60Gq23sQOFobysukKlK6fb,Egypt,28676.0,0.752,0.279,5.0,-17.669,0.0534,0.141,0.00125,0.158,0.329,97.022,163305.0,Rap
2415,Ok Ok pt 2,2,2021-08-29,Kanye West,https://open.spotify.com/track/1QCqedB1ibmRO9x7Ikb5LI,South Africa,43030.0,0.641,0.473,11.0,-9.068,0.422,0.406,2.14e-06,0.13,0.412,82.295,204630.0,Rap
2416,Casa Mia (feat. Luchè & Capo Plaza),2,2018-04-13,"Noyz Narcos, Luche",https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc,Italy,339764.0,0.465,0.738,1.0,-7.872,0.375,0.142,0.0,0.335,0.289,188.133,162160.0,Rap
2417,Criminale,2,2021-03-19,"Leaderbrain, Mente Fuerte, ObieDaz Beats",https://open.spotify.com/track/06Rn9dPc1lxouC62whG3l6,Greece,23868.0,0.577,0.677,0.0,-9.56,0.112,0.14,0.000628,0.108,0.207,140.519,138000.0,Rap
2418,PINKY RING,2,2021-04-30,Ufo361,https://open.spotify.com/track/6hxUttbBVSshNTeW6OdLbx,Germany,601031.0,0.742,0.653,5.0,-5.97,0.217,0.217,0.00057,0.102,0.515,166.002,156839.0,Rap
2419,North Carolina,2,2021-11-26,"Anuel AA, Eladio Carrion",https://open.spotify.com/track/0B1J4Mm4oRVMqoy6RM9vIM,Dominican Republic,18186.0,0.705,0.541,5.0,-6.421,0.0701,0.369,0.0,0.206,0.273,139.909,176539.0,Rap
2420,Teu Eternamente,2,2018-11-30,Slow J,https://open.spotify.com/track/5nXOacZiLz7b5Nds2Ouq9h,Portugal,28371.0,0.692,0.377,7.0,-11.518,0.137,0.389,5.13e-06,0.106,0.206,100.03,179267.0,Rap
2421,Energie - New Version,2,2017-02-23,"Ronnie Flex, Frenna",https://open.spotify.com/track/0GrklkkWttHKbQ8XXka0Zc,Netherlands,194992.0,0.847,0.608,11.0,-7.298,0.195,0.093,0.0,0.132,0.668,100.005,165504.0,R&B
2422,It's You,2,2021-08-07,Sezairi,https://open.spotify.com/track/7rdnB5DAyPbaj51TCQRcqW,Indonesia,336408.0,0.63,0.456,8.0,-8.285,0.0317,0.545,0.0,0.114,0.166,137.915,251440.0,Pop
2423,Ttbb,2,2018-04-30,"Yzomandias, Nik Tendo, Viktor Sheen, Zayo, Karlo",https://open.spotify.com/track/19AUPgullaiowNokCSpeZ9,Czech Republic,12619.0,0.798,0.462,9.0,-10.157,0.531,0.12,0.0,0.0976,0.352,155.981,224519.0,Rap
2424,Ekstra,2,2018-07-27,KESI,https://open.spotify.com/track/3G3mTTR1EDmce8zZIdapM6,Denmark,99906.0,0.765,0.668,5.0,-5.667,0.111,0.088,0.0,0.0967,0.714,143.987,190000.0,Pop
2425,Domen 2019,2,2019-05-17,Soppgirobygget,https://open.spotify.com/track/7cdzfYrqbbMC6auCV0yAQr,Norway,93996.0,0.75,0.918,11.0,-5.336,0.106,0.0182,1.19e-06,0.308,0.547,127.988,183750.0,Pop
2426,Aroma,2,2020-02-28,Fy,https://open.spotify.com/track/4ewhPnjVBPYE5Mgc55dJ39,Greece,20413.0,0.858,0.764,6.0,-5.479,0.197,0.33,0.0,0.0929,0.582,92.047,168261.0,Rap
2427,Make It Right,2,2019-04-13,BTS,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH,Vietnam,33334.0,0.638,0.703,7.0,-7.874,0.444,0.0104,0.0,0.132,0.261,105.766,226321.0,Pop
2428,Hayeish Yeftekerni,2,2020-02-18,Amr Diab,https://open.spotify.com/track/4aiH98c8gTiuTQdfjjWQpg,Egypt,4211.0,0.595,0.57,2.0,-7.438,0.0254,0.405,0.0,0.101,0.361,142.138,226000.0,Pop
2429,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",2,2019-01-25,Dua Lipa,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,Hungary,10601.0,0.588,0.821,5.0,-6.54,0.216,0.00579,0.000275,0.208,0.509,188.098,182075.0,Pop
2430,Filthy,2,2018-01-12,Justin Timberlake,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,Lithuania,3243.0,0.745,0.579,1.0,-5.771,0.138,0.0354,0.0118,0.246,0.645,97.002,293947.0,R&B
2431,Venus,2,2020-03-16,"Frenna, Ronnie Flex, Snelle",https://open.spotify.com/track/2UKJJUn5pyCpkbzEhNEJ8T,Netherlands,170352.0,0.814,0.692,9.0,-6.059,0.0886,0.0253,0.0,0.13,0.536,99.941,204667.0,Rap
2432,Ta Propotzidika,2,2020-02-18,Tzamal,https://open.spotify.com/track/1LoB5pgIHCZR61RdtpPIK9,Greece,21365.0,0.392,0.646,1.0,-10.517,0.0826,0.558,0.00036,0.156,0.811,82.879,253500.0,Rap
2433,Back To You - From 13 Reasons Why – Season 2 Soundtrack,2,2018-05-11,Selena Gomez,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,Vietnam,3900.0,0.601,0.724,6.0,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905.0,Pop
2434,An,2,2018-03-09,EDIS,https://open.spotify.com/track/4ffl5sr8fDkNhjCSsxXNe8,Turkey,75726.0,0.709,0.687,7.0,-8.665,0.162,0.403,9.09e-06,0.148,0.746,160.0,212893.0,Pop
2435,"La famille, la famille",2,2018-11-16,Orelsan,https://open.spotify.com/track/3GcASMMfgd50NNLhKPbNyY,France,268489.0,0.525,0.801,5.0,-5.913,0.287,0.18,0.0,0.681,0.583,144.797,211178.0,Rap
2436,Balla,2,2018-09-13,Zoda,https://open.spotify.com/track/1ex3YwDpPLF2JeA8ZgPBto,Italy,248439.0,0.451,0.844,3.0,-4.95,0.106,0.436,0.0,0.104,0.481,79.934,200777.0,Rap
2437,Mi Ex,2,2021-04-15,Sech,https://open.spotify.com/track/6oSmQTvt30dgjTwd3VAXYK,Panama,30313.0,0.864,0.611,0.0,-3.42,0.076,0.176,0.000501,0.0955,0.615,113.149,183547.0,Pop
2438,Ok Corral (feat. Madman),2,2018-01-12,Nitro,https://open.spotify.com/track/1a7p2ia3PGoDCMY4LCk5xi,Italy,213047.0,0.713,0.842,10.0,-6.569,0.267,0.026,0.0,0.0829,0.222,144.074,199973.0,Rap
2439,Sign of the Times,3,2017-05-13,Harry Styles,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,Poland,41532.0,0.516,0.595,5.0,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,340707.0,Rock
2440,CARLOS TEVEZ,3,2021-03-03,"Dani Gambino, Immune",https://open.spotify.com/track/7sqV5wrcZH0B4q8X9uHKFJ,Greece,17753.0,0.758,0.895,9.0,-6.113,0.147,0.612,0.0,0.0931,0.601,144.942,268138.0,Rap
2441,Spøkelser,3,2020-02-24,Cezinando,https://open.spotify.com/track/4MsDI3NQI8jKOdj7QR1D92,Norway,80156.0,0.737,0.596,8.0,-7.638,0.288,0.146,8.46e-05,0.107,0.716,80.005,218920.0,Pop
2442,Catching Feelings (feat. Six60),3,2019-09-30,Drax Project,https://open.spotify.com/track/1XjGTjNFFQQUn1rUHHBGRm,New Zealand,37677.0,0.397,0.524,3.0,-5.846,0.103,0.607,0.0,0.157,0.343,175.562,218854.0,R&B
2443,"Telacuti (feat. Soco Francis, Beto Pelaez, Sholivery, Lean & Miguel Duarte)",3,2018-04-09,Lo Blanquito,https://open.spotify.com/track/09PbsQDJPgMI9LQyibqZtT,Dominican Republic,8771.0,0.893,0.536,6.0,-7.476,0.143,0.301,0.039,0.0677,0.837,98.021,188578.0,Pop
2444,Gedrag,3,2018-05-20,"SBMG, Lil Kleine",https://open.spotify.com/track/3lfrBNAXuQfWIYVSXj1wRL,Netherlands,178592.0,0.853,0.77,5.0,-5.534,0.29,0.335,0.0,0.155,0.73,140.029,236768.0,Rap
2445,Engeltje,3,2017-06-19,"Jebroer, Paul Elstak, Dr Phunk",https://open.spotify.com/track/5ZgA4F6aJ3nxKKYZq6KWco,Netherlands,241198.0,0.667,0.879,5.0,-6.314,0.0394,0.0286,0.000538,0.0882,0.351,154.986,181360.0,Pop
2446,Stay (with Alessia Cara),3,2017-03-14,Zedd,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,Japan,11394.0,0.679,0.634,5.0,-5.024,0.0654,0.232,0.0,0.115,0.498,102.013,210091.0,Pop
2447,As If It's Your Last,3,2017-06-26,BLACKPINK,https://open.spotify.com/track/7LJjWqhqK594nN7qJzLVXE,Singapore,36613.0,0.786,0.853,8.0,-2.687,0.0816,0.0688,0.0,0.0759,0.45,125.034,213264.0,Pop
2448,Strangers By Nature,3,2021-11-19,Adele,https://open.spotify.com/track/13CVSGLSFl4UxpDVR6u3dq,Ireland,67918.0,0.387,0.253,5.0,-8.901,0.0336,0.798,0.000159,0.0848,0.134,68.004,182163.0,Pop
2449,Fica,3,2020-10-12,Domingues,https://open.spotify.com/track/5x2NQmYWyqExdyyXjNIWh3,Portugal,26793.0,0.598,0.252,4.0,-9.411,0.2,0.959,0.0,0.0875,0.662,139.688,260571.0,Pop
2450,O Grave Bater,3,2017-04-12,MC Kevinho,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm,Brazil,261049.0,0.91,0.741,11.0,-2.294,0.0565,0.468,7.63e-05,0.055,0.793,95.008,181895.0,Pop
2451,Is This Love?,3,2017-03-14,Daði Freyr,https://open.spotify.com/track/1mWy9zjVOTGF0i9P5d5mYm,Iceland,6047.0,0.841,0.517,6.0,-10.817,0.0623,0.0642,0.000635,0.0728,0.668,119.999,172922.0,Pop
2452,Black Magic,3,2021-08-28,Jonasu,https://open.spotify.com/track/7zx1i0jGcFwMBurajgKlO7,Ireland,51945.0,0.812,0.634,8.0,-4.96,0.163,0.0564,0.0,0.276,0.463,124.074,174194.0,Pop
2453,"Machete Mob (feat. Lazza, Nitro, Hell Raton & Jack The Smoker) - prod. Low Kidd",3,2020-04-30,Dani Faiv,https://open.spotify.com/track/1jdSQIHOSFxVqDSsSDTM8m,Italy,225587.0,0.692,0.746,5.0,-5.07,0.313,0.11,0.0,0.176,0.447,100.881,227179.0,Rap
2454,Lusikat,3,2020-07-21,ABREU,https://open.spotify.com/track/2WXJVDiKw656YFWHeyAoOb,Finland,48053.0,0.666,0.672,7.0,-6.595,0.0609,0.0896,3.65e-05,0.133,0.471,116.088,193365.0,Pop
2455,Lundi,3,2018-02-13,Sofiane,https://open.spotify.com/track/5RQ3ZyfOfJJ2qLKOZTmLiB,France,109918.0,0.809,0.791,10.0,-5.151,0.27,0.434,0.0,0.119,0.424,118.006,235747.0,Rap
2456,Good News,3,2020-01-10,Mac Miller,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,United States,2163580.0,0.794,0.32,1.0,-12.92,0.173,0.853,0.134,0.112,0.241,174.088,342040.0,Pop
2457,KUSHKOMA,3,2020-11-10,Guzior,https://open.spotify.com/track/2YiEYugXUKP1lGowEWN8Ne,Poland,88651.0,0.838,0.733,0.0,-6.198,0.129,0.611,0.0,0.307,0.839,140.003,191143.0,Rap
2458,Dembow,3,2018-01-15,Danny Ocean,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2,Paraguay,14420.0,0.802,0.744,6.0,-5.968,0.078,0.0807,0.0,0.0917,0.45,99.983,215083.0,Pop
2459,Loup garou (feat. Sofiane),3,2018-03-12,GIMS,https://open.spotify.com/track/5kAo2XcHlt7x2eb8n42v1O,France,155624.0,0.771,0.76,7.0,-6.621,0.28,0.228,0.0,0.121,0.374,146.013,237587.0,Rap
2460,Amantes,3,2018-01-15,"Greeicy, Mike Bahía",https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD,Colombia,46951.0,0.8,0.681,2.0,-4.076,0.0912,0.14,0.0,0.0831,0.637,92.027,235424.0,Rap
2461,Anioły i Demony,3,2020-01-11,"Tymek, Big Scythe, Deys",https://open.spotify.com/track/1DXaXsT69EUS1aarFfBxMw,Poland,80637.0,0.772,0.672,4.0,-5.333,0.178,0.288,0.0,0.133,0.655,111.003,210811.0,Rap
2462,IO,3,2021-11-19,Marracash,https://open.spotify.com/track/1U4dpTSsugnH510JzzCykV,Italy,1033839.0,0.733,0.595,9.0,-7.17,0.04,0.408,0.0,0.269,0.309,120.005,195560.0,Rap
2463,Galen,3,2020-09-16,Maximus,https://open.spotify.com/track/6zKPL5jWQXhTAPPKLxwC5K,Sweden,153479.0,0.678,0.367,6.0,-10.449,0.256,0.783,0.0,0.466,0.516,156.028,163942.0,Pop
2464,Surrender,3,2020-06-03,Natalie Taylor,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6,Indonesia,184745.0,0.39,0.448,5.0,-8.57,0.0276,0.8,0.182,0.107,0.077,144.89,183103.0,Pop
2465,Heatin Up (feat. Gunna),3,2020-02-28,Lil Baby,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk,United States,1383309.0,0.788,0.436,1.0,-9.435,0.364,0.0611,0.0,0.0979,0.341,129.847,177314.0,Rap
2466,Tolong,3,2019-10-25,Budi Doremi,https://open.spotify.com/track/5X5Vj8FcxyoLzq9qxAa45U,Indonesia,212898.0,0.435,0.2,9.0,-12.481,0.0365,0.891,0.0,0.103,0.244,136.054,250323.0,Pop
2467,Selah,3,2019-10-26,Kanye West,https://open.spotify.com/track/39JRmdKFka1Oe09FoOCPI4,South Africa,11935.0,0.482,0.618,9.0,-5.673,0.197,0.647,0.000859,0.32,0.146,90.076,164620.0,Rap
2468,Waktu Yang Salah,3,2019-09-30,"Fiersa Besari, Thantri Sundari",https://open.spotify.com/track/4qgIQcskrvj6nlypTvBm5k,Indonesia,161182.0,0.666,0.276,7.0,-11.053,0.026,0.788,0.0,0.099,0.299,130.072,325947.0,Pop
2469,Impreza,3,2020-03-21,"Sobel, Lezter",https://open.spotify.com/track/37OjKpGDZngkru4ToHVz4V,Poland,72482.0,0.92,0.363,11.0,-11.92,0.0933,0.028,0.0118,0.0854,0.558,120.002,165747.0,Rap
2470,'פאוץ,3,2019-09-30,Noa Kirel,https://open.spotify.com/track/0USBNSmk6buxHeANl7Rxnm,Israel,9011.0,0.795,0.658,7.0,-6.896,0.057,0.233,0.0883,0.247,0.786,139.917,167108.0,Pop
2471,TRAPSTAR,3,2020-12-04,Guzior,https://open.spotify.com/track/2ViEgPwGDB2hoeSRe2eDSk,Poland,199872.0,0.457,0.581,4.0,-6.147,0.0455,0.702,2.75e-06,0.186,0.239,144.301,208333.0,Rap
2472,Heaven,3,2018-02-15,Julia Michaels,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb,Norway,94793.0,0.544,0.379,7.0,-9.113,0.0412,0.863,0.0,0.083,0.322,199.756,191813.0,Pop
2473,Fajn,3,2020-10-07,"Ego, Momo",https://open.spotify.com/track/31hQIqSyUsrX9czS68cCI1,Slovakia,11498.0,0.75,0.819,0.0,-5.641,0.202,0.124,0.0,0.116,0.65,128.037,184173.0,Rap
2474,La Santa,3,2020-03-05,"Bad Bunny, Daddy Yankee",https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK,Chile,457074.0,0.744,0.868,1.0,-4.524,0.047,0.0326,0.0,0.0822,0.586,93.037,206420.0,Pop
2475,なんでもないよ、,3,2021-11-29,Macaroni Empitsu,https://open.spotify.com/track/2PFzK3kMDDYKhGnugvNYf1,Japan,200335.0,0.597,0.525,4.0,-6.039,0.0519,0.278,0.0,0.0692,0.589,171.561,218752.0,Rock
2476,Tempo,3,2020-04-21,"FRANKIEONTHEGUITAR, T-Rex, LON3R JOHNY, Bispo",https://open.spotify.com/track/19gFXFDAFUdsuaiAorKEbr,Portugal,29745.0,0.757,0.607,7.0,-6.006,0.0438,0.562,6.47e-06,0.143,0.4,123.986,250169.0,Rap
2477,ถ้าฉันเป็นเขา,3,2019-11-23,Indigo,https://open.spotify.com/track/7adzBs69Rjtj6194UZRWfm,Thailand,36844.0,0.557,0.681,11.0,-6.75,0.104,0.513,0.000449,0.332,0.376,156.022,241154.0,Pop
2478,Motley Crew,3,2021-07-12,Post Malone,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed,United States,1220090.0,0.797,0.631,3.0,-3.818,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213.0,Rap
2479,TEEN KASIA,3,2020-12-19,"Quebonafide, Forxst",https://open.spotify.com/track/4TuDLKQkTcUeRWAXrZiaP8,Poland,159690.0,0.714,0.594,0.0,-7.307,0.326,0.389,3.37e-05,0.0781,0.334,165.951,147470.0,Rap
2480,Dolunay,3,2020-02-04,Reynmen,https://open.spotify.com/track/7wvHGzjF0uQ0j0GTiDVsDY,Turkey,254548.0,0.558,0.506,0.0,-7.788,0.0543,0.547,6.69e-06,0.0907,0.332,109.942,199023.0,Pop
2481,"Psycho Saiyaan (From ""Saaho"")",3,2019-08-31,"Sachet Tandon, Dhvani Bhanushali, Tanishk Bagchi",https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95,India,112893.0,0.785,0.722,10.0,-2.604,0.158,0.0363,4.24e-06,0.452,0.848,189.857,166461.0,Rock
2482,There's Nothing Holdin' Me Back,3,2017-06-01,Shawn Mendes,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,Austria,17964.0,0.857,0.8,2.0,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996,199440.0,Pop
2483,Galaksi,3,2020-08-21,Ece Mumay,https://open.spotify.com/track/0uexBOVPB278fGFOxOUosN,Turkey,155742.0,0.781,0.877,2.0,-5.761,0.0377,0.312,0.0,0.37,0.781,108.066,163495.0,Pop
2484,Issues,3,2017-03-17,Julia Michaels,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,Norway,137199.0,0.683,0.427,8.0,-6.827,0.0777,0.368,0.0,0.0604,0.426,113.634,176347.0,Pop
2485,Please Don't Suck,3,2021-07-16,Noa Kirel,https://open.spotify.com/track/2Sx4OLfgMfRgYDvGHBJvck,Israel,31068.0,0.826,0.859,6.0,-2.958,0.0329,0.0348,8.25e-06,0.0335,0.645,109.056,175493.0,Pop
2486,Kordylery,3,2018-05-02,"Yzomandias, Decky, Kamil Hoffmann",https://open.spotify.com/track/1cdaEpjoDDhTBvOkGBOBr1,Czech Republic,11768.0,0.641,0.539,9.0,-11.961,0.231,0.48,0.0,0.173,0.66,146.956,162261.0,Rap
2487,Top album,3,2017-05-19,Mister V,https://open.spotify.com/track/4rrzxq356QDANDVd0SB1Dq,France,163873.0,0.852,0.649,1.0,-6.515,0.241,0.371,0.0,0.0793,0.656,140.029,192347.0,Rap
2488,First Time,3,2017-05-11,"Kygo, Ellie Goulding",https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,Norway,164999.0,0.633,0.592,0.0,-7.245,0.112,0.197,0.0,0.099,0.679,90.066,193511.0,Pop
2489,Brave,3,2020-02-27,Hanna Ferm,https://open.spotify.com/track/7oNRF4LJHL5aC2zTU66UN1,Sweden,124972.0,0.554,0.658,7.0,-4.308,0.0738,0.257,0.0,0.117,0.586,178.073,173000.0,Pop
2490,Fendi Drip,3,2019-08-30,"Luciano, Ufo361, Lil Baby",https://open.spotify.com/track/1e9QSdX5uLUw6vbrkZJyXi,Austria,34616.0,0.827,0.646,11.0,-6.122,0.505,0.0827,0.0,0.123,0.711,168.025,220880.0,Rap
2491,隔離 - Studio Live Duet,3,2020-12-18,"Jace Chan, Terence Lam",https://open.spotify.com/track/4xL01OuFjqizPDclF8gDpl,Hong Kong,16042.0,0.687,0.352,10.0,-10.816,0.0575,0.859,0.0,0.136,0.488,123.102,248382.0,Pop
2492,Vandaan,3,2020-04-03,"Lil Kleine, Ronnie Flex",https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub,Netherlands,339434.0,0.827,0.595,5.0,-6.151,0.0671,0.287,1.88e-05,0.113,0.733,98.008,218838.0,Rap
2493,Ze Huilt Maar Ze Lacht,3,2020-01-31,Maan,https://open.spotify.com/track/0MD81YyV6i8t019tqmjq2D,Netherlands,228202.0,0.56,0.36,8.0,-13.116,0.0336,0.853,9.92e-06,0.112,0.178,78.08,186618.0,Pop
2494,Mesiac,3,2020-01-13,Kontrafakt,https://open.spotify.com/track/3YFz9iRjuNBPn7YmyNzFEZ,Slovakia,10026.0,0.434,0.816,0.0,-4.953,0.486,0.0624,0.0,0.135,0.641,72.055,164147.0,Rap
2495,SAVAGE (feat. Tedua),3,2020-05-08,Dark Polo Gang,https://open.spotify.com/track/4kG6FMpUB3bUmlwLAmv6PM,Italy,585209.0,0.711,0.631,8.0,-7.588,0.15,0.102,0.0,0.103,0.507,135.039,164266.0,Rap
2496,Breathe,3,2017-03-14,Astrid S,https://open.spotify.com/track/4fhVodXZARPX0oTuQh8V9l,Norway,139168.0,0.732,0.738,1.0,-5.83,0.0519,0.0356,0.000177,0.166,0.555,96.982,211758.0,Pop
2497,Silly Watch,3,2020-03-06,Lil Uzi Vert,https://open.spotify.com/track/5egD7A5x9AHdVO2fMo3Wbo,United States,2591124.0,0.903,0.535,8.0,-6.238,0.286,0.0298,0.0,0.0851,0.157,130.117,195692.0,Rap
2498,Hanya Rindu,3,2019-08-31,Andmesh,https://open.spotify.com/track/3VK96nMFmP34P4dq2zrAWu,Indonesia,174070.0,0.294,0.146,7.0,-13.09,0.0336,0.933,4.39e-05,0.13,0.299,177.658,251056.0,Pop
2499,Hasbelkader,3,2020-11-19,"Bilal Sonses, Yıldız Tilbe",https://open.spotify.com/track/5lylTIELvRSbDYKQyrOWBa,Turkey,171647.0,0.774,0.635,5.0,-5.015,0.0613,0.153,0.0,0.102,0.708,132.071,152727.0,Rap
2500,Piekło jest w nas,3,2020-03-06,"PRO8L3M, Majka Jeżowska",https://open.spotify.com/track/50EjA82rXm53BDaIjrlz80,Poland,154032.0,0.783,0.674,10.0,-6.344,0.241,0.0975,0.0,0.218,0.373,112.126,193200.0,Rap
2501,I Love You So,3,2021-11-29,The Walters,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,Indonesia,269111.0,0.575,0.648,10.0,-4.891,0.0358,0.583,0.0,0.115,0.466,75.977,160240.0,Rock
2502,Merry Christmas Everyone - Remastered,3,2017-12-09,Shakin' Stevens,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB,Denmark,68889.0,0.541,0.909,9.0,-3.101,0.0358,0.128,0.0,0.128,0.962,203.862,220160.0,Pop
2503,On God,3,2019-10-26,Kanye West,https://open.spotify.com/track/2SasoXZyv82yYgHiVOvxQn,United States,1952380.0,0.41,0.886,9.0,-4.413,0.155,0.0671,0.0,0.461,0.393,72.577,136351.0,Rap
2504,Pretty Girl - Cheat Codes X CADE Remix,3,2017-05-13,Maggie Lindemann,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9,Sweden,236495.0,0.703,0.868,7.0,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,193613.0,Pop
2505,Mine,3,2018-02-05,Bazzi,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M,United States,986020.0,0.716,0.805,4.0,-3.839,0.0856,0.014,3.1e-06,0.291,0.719,142.886,133995.0,Pop
2506,Cartier,3,2017-07-13,"Dopebwoy, Chivv, 3robi",https://open.spotify.com/track/6zcSWREy1vcJ4aWt7bzBW3,Netherlands,187861.0,0.849,0.778,0.0,-5.443,0.217,0.0358,1.43e-06,0.126,0.634,126.842,232422.0,Rap
2507,Wenak,3,2021-10-18,Ant Wan,https://open.spotify.com/track/30Tt419KEJc975scikyTU0,Sweden,135772.0,0.776,0.658,2.0,-6.24,0.0414,0.101,0.000558,0.0883,0.198,122.999,187350.0,Rap
2508,Mamacita (feat. Benny Jamz),3,2017-05-11,KESI,https://open.spotify.com/track/5OSH98PlarYwozcSR7lY19,Denmark,115768.0,0.694,0.633,5.0,-5.003,0.193,0.0873,1.33e-05,0.132,0.657,177.944,219922.0,Pop
2509,Bellaquita - Remix,3,2019-12-28,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,Paraguay,43742.0,0.795,0.715,1.0,-3.582,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733.0,Pop
2510,pager,3,2019-11-22,"schafter, Belmondo",https://open.spotify.com/track/2RmEAopmu9Of7kQNfPrdHc,Poland,120006.0,0.73,0.705,0.0,-7.154,0.287,0.2,0.0,0.331,0.632,84.959,127613.0,Rap
2511,rockstar (feat. 21 Savage),3,2018-05-01,Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,Latvia,2814.0,0.585,0.52,5.0,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147.0,Pop
2512,Skiemen,3,2018-02-26,"Josylvio, Frenna",https://open.spotify.com/track/58T9kXiPjzyGEp4SmjszGC,Netherlands,175748.0,0.73,0.865,0.0,-5.597,0.149,0.276,0.0,0.288,0.913,79.928,206182.0,Rap
2513,Woman,3,2021-09-21,Doja Cat,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,Romania,12318.0,0.824,0.764,5.0,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,Rap
2514,No Te Enamores - Remix,3,2021-02-03,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt,Spain,311228.0,0.824,0.837,5.0,-4.603,0.107,0.573,1.66e-05,0.271,0.58,100.021,289933.0,Pop
2515,Tell The Vision (feat. Kanye West & Pusha T),3,2021-07-16,Pop Smoke,https://open.spotify.com/track/2UwALqx6yOsXTFt7zRxnts,South Africa,14467.0,0.662,0.686,7.0,-8.302,0.332,0.251,5.59e-06,0.349,0.678,143.971,215000.0,Rap
2516,ช่วยไม่ได้,3,2021-01-10,UrboyTJ,https://open.spotify.com/track/4GGNl8jiANylTJj4hfzqP7,Thailand,52804.0,0.803,0.573,10.0,-6.963,0.0905,0.299,0.0,0.0893,0.587,94.986,197949.0,Rap
2517,Merry Christmas Everyone,3,2020-12-10,Shakin' Stevens,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn,Austria,25905.0,0.534,0.904,9.0,-3.315,0.0369,0.129,0.0,0.128,0.96,202.899,220160.0,Pop
2518,Astoria,3,2020-12-04,"Mad Clip, Thug Slime",https://open.spotify.com/track/7gT2kUZaqIWgRkl9DkbO1d,Greece,56002.0,0.586,0.568,8.0,-6.777,0.356,0.675,0.0,0.109,0.446,142.988,215245.0,Rap
2519,NEMESI (feat. BLANCO),3,2021-11-29,Marracash,https://open.spotify.com/track/1oMZnVIuo6GmUNnemu8sLu,Italy,310748.0,0.736,0.736,0.0,-7.597,0.0641,0.136,0.000345,0.0753,0.333,120.02,175627.0,Rap
2520,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),3,2017-01-12,"Arcangel, Bad Bunny",https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,Dominican Republic,6727.0,0.815,0.514,6.0,-9.446,0.361,0.54,0.0,0.611,0.623,120.054,264000.0,Rap
2521,Skifahren (feat. Joshi Mizu),3,2019-11-24,"The Cratez, Bausa, Maxwell",https://open.spotify.com/track/1E1YyZjbteIz2XQyLvtRxD,Austria,21442.0,0.719,0.705,5.0,-6.891,0.252,0.223,1.89e-06,0.152,0.435,133.927,162651.0,Rap
