index,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
753,"Bekhayali (From ""Kabir Singh"")",1,2019-05-28,"Sachet Tandon, Sachet-Parampara",https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3,India,65793.0,0.308,0.585,9.0,-5.18,0.0,0.0428,0.45,0.0,0.319,0.345,171.843,371791.0
754,Snik Snak,1,2020-07-01,Gilli,https://open.spotify.com/track/1rExu7075LZrpDfT0Cg8Kk,Denmark,106075.0,0.811,0.681,1.0,-6.017,0.0,0.134,0.0953,0.00165,0.187,0.809,155.074,163992.0
755,Toda - Remix,1,2018-07-15,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL,Paraguay,22222.0,0.512,0.451,5.0,-7.222,0.0,0.131,0.161,0.0,0.0672,0.368,80.04,367680.0
756,Havana,1,2017-10-24,"Camila Cabello, Young Thug",https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,Hong Kong,13720.0,0.768,0.517,7.0,-4.323,0.0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897.0
757,Jeg glemmer deg aldri - fra Rådebank,1,2021-02-20,Emma Steinbakken,https://open.spotify.com/track/1oKXshzJtz3zDA6dJY8VlZ,Norway,115687.0,0.515,0.0862,7.0,-14.335,1.0,0.0367,0.806,0.00363,0.0626,0.0907,121.799,212459.0
758,Rohdiamant ٢٠٢٠,1,2020-10-03,Samra,https://open.spotify.com/track/6NpsaQyLvPLjtVLWc26GKu,Germany,622716.0,0.472,0.785,1.0,-4.983,0.0,0.663,0.185,0.0,0.258,0.338,73.568,160909.0
759,A La Antigüita,1,2021-11-13,Calibre 50,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT,Mexico,638117.0,0.651,0.726,8.0,-4.144,1.0,0.0539,0.382,0.0,0.0535,0.963,179.99,156267.0
760,พี่ไม่หล่อลวง - เพลงประกอบภาพยนตร์ อ้าย..คนหล่อลวง,1,2020-12-12,BamBam,https://open.spotify.com/track/3eAy5JisAJxlwAwL2JTNk3,Thailand,64988.0,0.766,0.868,9.0,-2.92,1.0,0.0633,0.067,0.0,0.0926,0.772,110.021,214920.0
761,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",1,2018-07-15,"$hirak, Lil Kleine",https://open.spotify.com/track/77wz2VtAwxAwYOGTJrZBKT,Netherlands,316189.0,0.704,0.658,7.0,-5.534,0.0,0.163,0.579,0.0,0.305,0.714,125.172,189514.0
762,Business,1,2019-05-28,TOQUEL,https://open.spotify.com/track/3gN3eHqeAp9NSQUAT9xtzg,Greece,19853.0,0.792,0.687,0.0,-6.647,0.0,0.109,0.356,0.0,0.103,0.803,149.92,198359.0
763,Superclassico,1,2020-09-21,Ernia,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu,Italy,329640.0,0.623,0.663,11.0,-6.458,1.0,0.142,0.0624,4.49e-06,0.0922,0.346,149.91,172200.0
764,Sommerkroppen,1,2018-07-15,Mads Hansen,https://open.spotify.com/track/6HqobDaKcIiv7iRierChsK,Norway,115710.0,0.751,0.624,0.0,-6.231,1.0,0.146,0.191,0.0,0.382,0.747,179.853,159447.0
765,ANTWOORD,1,2018-01-27,Boef,https://open.spotify.com/track/3n4rJo2yCVGLEfoJxPBrwI,Netherlands,295244.0,0.782,0.626,0.0,-7.795,0.0,0.388,0.418,0.0,0.109,0.694,93.948,149426.0
766,Thunder,1,2017-06-22,Imagine Dragons,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,Latvia,3700.0,0.6,0.81,0.0,-4.749,1.0,0.0479,0.00683,0.21,0.155,0.298,167.88,187147.0
767,Frida,1,2020-07-13,BEHM,https://open.spotify.com/track/39wukX8RnU7JSi0Isvewhp,Finland,83239.0,0.673,0.587,5.0,-6.422,0.0,0.0264,0.187,0.0,0.092,0.743,118.083,191675.0
768,Love Me Like That,1,2021-08-11,Sam Kim,https://open.spotify.com/track/1lhm29o3syw122xynSKaAK,Thailand,46448.0,0.59,0.294,9.0,-8.125,1.0,0.0654,0.854,0.0,0.0873,0.461,87.895,211364.0
769,DDU-DU DDU-DU,1,2018-06-21,BLACKPINK,https://open.spotify.com/track/7b8YOVV5quZcSKEijDgyWB,Vietnam,9760.0,0.671,0.859,4.0,-3.922,0.0,0.0833,0.0313,0.0,0.267,0.39,139.931,209355.0
770,Explícale (feat. Bad Bunny),1,2017-09-24,Yandel,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG,Paraguay,10474.0,0.808,0.69,1.0,-4.151,1.0,0.148,0.0583,0.0,0.103,0.64,125.086,223147.0
771,3 2 1,1,2018-11-30,Ben Fero,https://open.spotify.com/track/15DPWEQ73JEW3pfyU6EcmR,Turkey,91420.0,0.841,0.635,6.0,-5.616,1.0,0.169,0.304,0.0,0.0978,0.445,145.966,216100.0
772,Din Din Din (Participação especial de MC Pupio e MC Doguinha),1,2018-08-14,LUDMILLA,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb,Brazil,460711.0,0.869,0.622,5.0,-5.841,1.0,0.23,0.214,0.0,0.0527,0.887,140.039,184607.0
773,Vedän sut henkeen,1,2018-02-03,Antti Tuisku,https://open.spotify.com/track/3VaE1ukyTHQDnAH28aIK6l,Finland,68399.0,0.595,0.731,1.0,-6.165,1.0,0.0652,0.311,0.0,0.0992,0.535,159.978,221194.0
774,SI TÚ SUPIERAS - Bonus Track,1,2021-09-15,Feid,https://open.spotify.com/track/1SCYfmGM5ueb6YiiQbLXVn,Colombia,110705.0,0.652,0.666,4.0,-5.383,0.0,0.171,0.379,0.0,0.11,0.554,174.732,196373.0
775,Öyle Kolaysa,1,2018-02-18,Mabel Matiz,https://open.spotify.com/track/4VUqgwjcye1knvDU7xyLBK,Turkey,81731.0,0.584,0.676,10.0,-5.023,0.0,0.0328,0.00593,0.0,0.141,0.577,130.031,281093.0
776,Rotterdam,1,2019-06-16,nublu,https://open.spotify.com/track/6Sww4TlGIWXPSawXuJjHDI,Estonia,4745.0,0.903,0.548,11.0,-11.297,0.0,0.0982,0.0103,0.00418,0.0785,0.866,121.994,177049.0
777,Bước Qua Nhau,1,2021-11-25,Vũ.,https://open.spotify.com/track/6GJi4nSZOiTOU2FhsgxWyH,Vietnam,87961.0,0.541,0.339,1.0,-6.499,1.0,0.0268,0.742,0.000109,0.186,0.215,135.757,257647.0
778,Wawa,1,2021-03-19,"Benny Jamz, Gilli, KESI, B.O.C",https://open.spotify.com/track/5rexOvEwNWcOsa2OKPXpRC,Denmark,104974.0,0.726,0.605,11.0,-7.202,1.0,0.176,0.23,1.24e-05,0.286,0.756,129.989,211579.0
779,LOW LIFE,1,2021-03-19,"Ufo361, RIN",https://open.spotify.com/track/3IjfWBZrBISpcLhIMY44T6,Germany,782565.0,0.829,0.471,0.0,-8.314,0.0,0.189,0.243,2.55e-05,0.201,0.401,114.011,147768.0
780,Youngblood,1,2018-06-22,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,Australia,293411.0,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0
781,Für Euch alle (feat. Samra & Capital Bra),1,2018-07-15,Bushido,https://open.spotify.com/track/78CLZUWhsxIDwObCKOh1fh,Austria,22395.0,0.735,0.586,11.0,-6.455,0.0,0.499,0.062,2.39e-06,0.0873,0.359,159.908,258400.0
782,Elbet Bir Gün,1,2018-08-13,Canbay & Wolker,https://open.spotify.com/track/1PJ1BbGaVmLogYicLKoZix,Turkey,110112.0,0.655,0.616,6.0,-8.67,1.0,0.173,0.0912,2.44e-05,0.247,0.396,139.971,246857.0
783,Speechless (Full),1,2019-06-16,Naomi Scott,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR,Hong Kong,12605.0,0.474,0.489,6.0,-7.625,0.0,0.0342,0.467,0.0,0.119,0.23,124.844,208801.0
784,Blå Himmel (feat. Hans Philip),1,2020-08-16,KESI,https://open.spotify.com/track/0qA2qykpcGdVl3tiiYum4g,Denmark,104003.0,0.743,0.529,3.0,-5.292,1.0,0.107,0.2,0.0,0.244,0.505,102.027,228590.0
785,BICHOTA,1,2021-01-14,KAROL G,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,Peru,160921.0,0.863,0.666,1.0,-4.158,0.0,0.152,0.212,0.000493,0.103,0.838,163.908,178947.0
786,ONLY,1,2021-09-27,LeeHi,https://open.spotify.com/track/6TBJkXHPhu3EsMk1bshwuI,Malaysia,81515.0,0.536,0.296,5.0,-7.451,1.0,0.0346,0.892,0.0,0.0873,0.151,122.907,240907.0
787,FAKE LOVE,1,2018-07-14,BTS,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,Vietnam,5907.0,0.557,0.719,2.0,-4.515,0.0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334.0
788,อาวรณ์,1,2018-08-13,Polycat,https://open.spotify.com/track/2USX969yFQ250hBULh6Ope,Thailand,21519.0,0.629,0.763,2.0,-5.47,1.0,0.0744,0.164,0.0,0.176,0.809,146.012,267123.0
789,Tou Bem (feat. Lhast),1,2019-03-17,ProfJam,https://open.spotify.com/track/0gzwa0yJncSs29DjXajA5i,Portugal,30586.0,0.637,0.366,4.0,-12.863,0.0,0.425,0.411,0.0,0.0991,0.332,131.138,191679.0
790,Way Back Home,1,2018-08-13,SHAUN,https://open.spotify.com/track/3NxuezMdSLgt4OwHzBoUhL,Vietnam,7764.0,0.745,0.739,10.0,-4.591,1.0,0.0327,0.405,0.000183,0.127,0.556,99.913,214137.0
791,Język Ciała,1,2019-03-17,"Tymek, Big Scythe",https://open.spotify.com/track/0mJQUuuYqAOZyaeQWn1baR,Poland,65300.0,0.722,0.722,1.0,-6.622,0.0,0.154,0.763,0.0,0.0639,0.696,128.081,202500.0
792,Curazao,1,2021-09-15,"El Alfa, Chael Produciendo, Farruko",https://open.spotify.com/track/2gMau9LsRZtWOrq5cBGywB,Dominican Republic,20329.0,0.854,0.943,11.0,-4.876,0.0,0.0846,0.11,1.41e-05,0.0528,0.53,129.256,239578.0
793,Zombie,1,2019-07-12,"Samra, Capital Bra",https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM,Germany,1182428.0,0.565,0.604,2.0,-5.764,0.0,0.13,0.218,0.0,0.104,0.323,109.085,176535.0
794,Ao Vivo E A Cores,1,2018-07-15,"Matheus & Kauan, Anitta",https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo,Brazil,532267.0,0.668,0.526,5.0,-6.174,0.0,0.0352,0.0131,0.0,0.147,0.42,135.032,180304.0
795,Solita,1,2018-02-03,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E,Dominican Republic,15211.0,0.807,0.633,10.0,-6.016,0.0,0.0929,0.0564,0.0,0.107,0.325,138.038,311726.0
796,Credit,1,2021-03-19,VLOSPA,https://open.spotify.com/track/1vBxWdcP9a25Zv7dbsTN9M,Greece,30263.0,0.734,0.793,6.0,-6.95,0.0,0.322,0.169,0.0,0.103,0.73,139.941,193648.0
797,HOLIDAY,1,2020-12-13,Lil Nas X,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,Bulgaria,3067.0,0.81,0.511,5.0,-6.924,0.0,0.164,0.12,0.0,0.0832,0.837,151.947,154998.0
798,menina solta,1,2020-02-18,GIULIA BE,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,Portugal,35060.0,0.632,0.559,11.0,-6.74,0.0,0.0794,0.331,0.0,0.16,0.674,91.81,150026.0
799,รักติดไซเรน,1,2019-09-04,"Ice Paris, Pearwah",https://open.spotify.com/track/0vIvE2RgjnMpUQn875C4Vz,Thailand,68327.0,0.689,0.511,2.0,-7.741,1.0,0.0328,0.25,0.0,0.21,0.275,99.893,265979.0
800,Langsom,1,2018-02-03,Gilli,https://open.spotify.com/track/5fQiM6oa6M00dBNNcS6pSc,Denmark,82000.0,0.6,0.658,8.0,-7.474,0.0,0.0921,0.0915,0.0,0.156,0.518,195.67,209011.0
801,حس بيا,1,2020-08-13,L7or,https://open.spotify.com/track/2YTco398182eSCcjCsq6JR,Morocco,14928.0,0.728,0.525,7.0,-10.161,1.0,0.0859,0.332,0.0,0.14,0.322,94.988,244421.0
802,Go Go Go,1,2019-05-28,Gleb,https://open.spotify.com/track/4ZTiJFVs1dD2Vf8pP9ev3E,Slovakia,8010.0,0.783,0.873,10.0,-4.265,0.0,0.354,0.431,0.0,0.307,0.329,106.458,195000.0
803,Þegar Þú Blikkar (feat. Björgvin Halldórsson),1,2019-12-23,Herra Hnetusmjör,https://open.spotify.com/track/3RkoMHO82pcLpCosDR7Gbj,Iceland,12950.0,0.611,0.528,2.0,-7.335,1.0,0.0584,0.0667,0.0,0.0735,0.248,173.84,197241.0
804,Spurningar (feat. Páll Óskar),1,2021-02-20,Birnir,https://open.spotify.com/track/5VrbuzqAjCAFSa7MpGRXWI,Iceland,6265.0,0.909,0.545,6.0,-7.311,1.0,0.109,0.0209,0.000122,0.0906,0.163,123.999,239027.0
805,"Stilen Lagt (feat. Benny Jamz, Gilli & MellemFingaMuzik)",1,2017-11-30,Molo,https://open.spotify.com/track/6gNQyLZeyk4JMwpsNST9bv,Denmark,119408.0,0.833,0.726,2.0,-4.105,0.0,0.223,0.108,0.0,0.1,0.587,120.033,300574.0
806,PIPPI,1,2019-09-04,Dree Low,https://open.spotify.com/track/3ySRhREV5ceozxdk0lPqIe,Sweden,281824.0,0.885,0.57,8.0,-8.172,0.0,0.222,0.429,0.0,0.111,0.86,105.036,164575.0
807,Estamos Bien,1,2018-07-15,Street Rappers,https://open.spotify.com/track/1gng5xQBiYCVDkHS0IKLyk,Dominican Republic,19443.0,0.801,0.548,9.0,-5.98,0.0,0.134,0.804,4.45e-06,0.098,0.452,120.119,212715.0
808,Fever,1,2021-02-20,"Dua Lipa, Angèle",https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w,France,228846.0,0.868,0.693,6.0,-7.052,0.0,0.181,0.0597,0.00399,0.106,0.396,114.999,156911.0
809,EH BABA,1,2020-01-23,Murda,https://open.spotify.com/track/04NvehUCryReE1VOUOI767,Turkey,233545.0,0.884,0.655,0.0,-4.232,1.0,0.301,0.362,0.0,0.102,0.471,94.08,134072.0
810,Coração Cachorro,1,2021-10-13,"Avine Vinny, Matheus Fernandes",https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE,Brazil,924766.0,0.739,0.758,0.0,-4.096,1.0,0.0372,0.439,0.0017,0.137,0.691,151.924,150802.0
811,Vielä Kerran,1,2018-07-15,Evelina,https://open.spotify.com/track/2GcKgmUSo2U2PI945yxk2X,Finland,65927.0,0.634,0.865,11.0,-3.333,0.0,0.158,0.0431,0.000124,0.0432,0.82,180.158,187240.0
812,Black Swan,1,2020-01-23,BTS,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,Vietnam,22361.0,0.719,0.758,2.0,-5.167,0.0,0.0851,0.137,0.0,0.129,0.49,147.023,198261.0
813,Leere Hände (feat. Sido & Samra),1,2021-04-15,SANTOS,https://open.spotify.com/track/5QEqzFV7R8KSSCJa37tfvs,Germany,505175.0,0.683,0.699,8.0,-4.519,0.0,0.218,0.252,0.0,0.218,0.315,160.102,169191.0
814,Loi de la calle,1,2021-10-24,"Le classico organisé, Jul, Alonzo, Lacrim, Mister You, Niro, Kofs, Le Rat Luciano, DA Uzi",https://open.spotify.com/track/4Fp9Nwi6lTpMC63igc9U0Z,France,310024.0,0.718,0.797,0.0,-6.17,0.0,0.455,0.514,0.0,0.194,0.643,94.709,344720.0
815,Omri Ana,1,2021-07-01,"Stormy, Tagne",https://open.spotify.com/track/20sbsODS6Px30DVw0EtNic,Morocco,22839.0,0.766,0.427,7.0,-11.939,1.0,0.0465,0.165,7.52e-06,0.105,0.157,136.96,161000.0
816,Eikö Sua Hävetä,1,2017-08-12,Tuure Boelius,https://open.spotify.com/track/4BxHfA1dWlOJ66dKvAdQPr,Finland,86792.0,0.8,0.569,0.0,-3.838,1.0,0.0699,0.107,0.0,0.0369,0.76,147.04,170079.0
817,I Will Survive,1,2018-07-15,Gloria Gaynor,https://open.spotify.com/track/5xqdvCH8vYWqk90X0HJ2z3,France,197735.0,0.772,0.634,0.0,-10.264,1.0,0.0417,0.0187,0.00301,0.293,0.663,116.256,197573.0
818,منحوس,1,2020-09-08,Wegz,https://open.spotify.com/track/3BvoCcikN9kzklSGjD2APf,Egypt,13497.0,0.604,0.414,6.0,-11.499,0.0,0.0546,0.674,0.0,0.0842,0.341,111.85,246461.0
819,Davay,1,2021-02-20,"Rack, Ortiz",https://open.spotify.com/track/54EXZcuRYIFW75Y5Bxenxt,Greece,33602.0,0.634,0.717,11.0,-6.795,0.0,0.211,0.153,0.0,0.264,0.533,72.558,148966.0
820,The London (feat. J. Cole & Travis Scott),1,2019-05-28,Young Thug,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,United States,1524935.0,0.796,0.586,4.0,-6.946,0.0,0.147,0.0247,0.0,0.132,0.179,97.981,200107.0
821,LA DANZA,1,2020-02-19,"Branco, Gilli",https://open.spotify.com/track/5M9phYS7KgM3ZXKTSlgLv0,Denmark,102731.0,0.78,0.665,11.0,-6.017,0.0,0.162,0.228,1.25e-05,0.0967,0.592,127.201,185711.0
822,Devam (feat. Luciano & Ezhel),1,2020-10-05,Gentleman,https://open.spotify.com/track/4ow1etGbQ8kfbAT3QPlmhN,Turkey,180246.0,0.768,0.511,1.0,-6.225,0.0,0.155,0.227,0.0,0.145,0.571,134.944,164321.0
823,Toy Story,1,2018-11-30,"Bedoes, Kubi Producent, Rafonix",https://open.spotify.com/track/1bpjCGto1wM6A8UOmX32o4,Poland,73610.0,0.657,0.536,10.0,-9.295,0.0,0.171,0.548,1.24e-05,0.109,0.4,165.89,161147.0
824,Súbelo,1,2021-11-26,"Anuel AA, Myke Towers, Jhay Cortez",https://open.spotify.com/track/3xv8JksRyqHa1lwkM9xvJf,Dominican Republic,19749.0,0.625,0.754,6.0,-4.158,0.0,0.076,0.17,3.76e-05,0.109,0.746,89.888,239797.0
825,HIGH,1,2021-11-13,"Hava, Dardan",https://open.spotify.com/track/2PDM9Byxz5crB2IXuh2Oal,Germany,438350.0,0.633,0.397,9.0,-8.919,0.0,0.0493,0.252,1.8e-05,0.0916,0.212,96.968,183500.0
826,Deep End,1,2020-10-05,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,Ukraine,14443.0,0.711,0.592,4.0,-7.136,0.0,0.23,0.758,0.0,0.156,0.535,124.749,141224.0
827,CASINO,1,2020-07-01,Katja Krasavice,https://open.spotify.com/track/5rywC2PH49hTpJLXxwGlpE,Israel,25504.0,0.794,0.489,8.0,-8.341,0.0,0.084,0.279,4.27e-06,0.0966,0.542,155.945,201548.0
828,Lettre à une femme,1,2020-03-17,Ninho,https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ,France,592193.0,0.487,0.398,1.0,-9.901,0.0,0.0697,0.835,0.0,0.12,0.905,149.367,157766.0
829,LOST,1,2020-03-17,"Fler, Sido",https://open.spotify.com/track/2dfIFz1lB9b9RtidYewxkr,Germany,563328.0,0.749,0.475,1.0,-7.583,0.0,0.198,0.555,0.0,0.122,0.282,90.057,177213.0
830,Lbaroud,1,2021-10-24,"Draganov, Inkonnu",https://open.spotify.com/track/1gq11LOJxrQob0EsPRwAMm,Morocco,19718.0,0.759,0.44,11.0,-11.192,0.0,0.193,0.222,0.0,0.0859,0.175,167.825,176571.0
831,34+35,1,2020-12-12,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Philippines,237600.0,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,173711.0
832,Los Malvekes,1,2021-11-26,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",https://open.spotify.com/track/1AnJQd8TfkhK6M3VgZDVv1,Chile,339399.0,0.798,0.813,0.0,-6.343,1.0,0.0794,0.187,0.00171,0.686,0.535,96.005,218000.0
833,Allenamento #4,1,2021-01-14,Capo Plaza,https://open.spotify.com/track/2CX0oyET6hQ6UfbtCZhTv7,Italy,337596.0,0.76,0.701,1.0,-5.177,1.0,0.0508,0.0949,0.0,0.0957,0.281,126.975,170079.0
834,Nincsen gond,1,2021-11-13,ALEE,https://open.spotify.com/track/5FTvlhyTm3PZb0x33oCxDS,Hungary,32659.0,0.89,0.727,4.0,-4.049,0.0,0.0568,0.117,2.87e-05,0.136,0.723,106.995,149720.0
835,Rockin' Around The Christmas Tree,1,2018-12-23,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,Latvia,6423.0,0.589,0.472,8.0,-8.749,1.0,0.0502,0.614,0.0,0.505,0.898,67.196,126267.0
836,Lupaan,1,2020-09-21,BEHM,https://open.spotify.com/track/2kcW8pChyGW3GYjEoBUyok,Finland,90453.0,0.419,0.225,4.0,-13.106,0.0,0.0399,0.878,0.0,0.0809,0.299,164.546,207404.0
837,Colombiana (feat. Gilli),1,2018-04-13,Sivas,https://open.spotify.com/track/0DMrRNa5ZEeIuEyHM7t1QH,Denmark,108346.0,0.801,0.56,2.0,-7.144,1.0,0.0859,0.384,0.0,0.106,0.165,119.931,198642.0
838,רוצה שלום,1,2021-01-14,Raviv Kaner,https://open.spotify.com/track/4L4dPjtEVEpZ0ER2deHAJA,Israel,20254.0,0.727,0.431,2.0,-10.007,0.0,0.0937,0.173,2.84e-05,0.0813,0.157,94.95,208681.0
839,Pass auf wen du liebst,1,2019-03-17,Ufo361,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1,Germany,1061269.0,0.592,0.572,5.0,-8.974,0.0,0.185,0.146,0.000172,0.115,0.315,164.08,209449.0
840,Aomine Daiki,1,2021-10-12,quiizzzmeow,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,Ukraine,23621.0,0.51,0.817,1.0,-6.192,1.0,0.0474,0.0263,0.0,0.355,0.159,82.466,167273.0
841,Abalele (feat. Ami Faku),1,2021-09-27,"Kabza De Small, DJ Maphorisa",https://open.spotify.com/track/2qxgejJTaZIHNSHDD22Uhl,South Africa,30254.0,0.788,0.449,5.0,-16.197,0.0,0.0835,0.181,0.027,0.133,0.59,113.001,416322.0
842,Djadja,1,2018-08-14,Aya Nakamura,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE,Netherlands,230489.0,0.811,0.797,5.0,-5.428,1.0,0.165,0.0617,0.0,0.112,0.541,97.988,171133.0
843,Dagdrøm [1],1,2019-03-17,Hans Philip,https://open.spotify.com/track/6pa0cDzwcgekEdoLqTXoTS,Denmark,71738.0,0.474,0.656,4.0,-6.658,0.0,0.0613,0.453,0.0206,0.299,0.374,80.848,236386.0
844,Jedna Dva,1,2021-11-26,Yzomandias,https://open.spotify.com/track/1OhoBH61cFascRCK9pWTaT,Czech Republic,80329.0,0.833,0.77,9.0,-7.208,1.0,0.291,0.285,0.0,0.0778,0.695,150.008,198400.0
845,WACHA,1,2021-04-16,"KHEA, Duki",https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK,Argentina,344006.0,0.737,0.634,3.0,-4.25,0.0,0.0424,0.345,0.0,0.111,0.528,94.927,206360.0
846,Mina Ka,1,2018-07-16,"nublu, Reket",https://open.spotify.com/track/4WTIwGBQobHLNo320RhOWW,Estonia,7758.0,0.893,0.311,0.0,-19.23,1.0,0.109,0.00773,0.0,0.141,0.58,98.988,192186.0
847,Monastery,1,2021-11-26,"Ryan Castro, Feid",https://open.spotify.com/track/1JpzJfxjHGFUyTHXLZidok,Colombia,161804.0,0.811,0.5,5.0,-6.717,0.0,0.0976,0.104,0.0,0.372,0.789,178.017,189333.0
848,Darkside,1,2018-08-14,"Alan Walker, Au/Ra, Tomine Harket",https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG,Norway,133385.0,0.425,0.642,4.0,-5.06,0.0,0.0502,0.164,0.0,0.118,0.112,170.008,211867.0
849,Too Late For Love,1,2019-03-16,John Lundvik,https://open.spotify.com/track/6Jf8Y84YSdqeJfEPDJFEZu,Sweden,296083.0,0.401,0.746,0.0,-4.155,1.0,0.0734,0.197,0.0,0.0657,0.417,104.252,178133.0
850,Be Alright,1,2018-09-14,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,Australia,274498.0,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0
851,Life Goes On,1,2020-12-12,BTS,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,Malaysia,46839.0,0.566,0.716,1.0,-5.733,1.0,0.0424,0.00691,0.0,0.37,0.45,81.068,207481.0
852,Wir ticken,1,2019-03-16,"Capital Bra, Samra",https://open.spotify.com/track/1mdJ39D1lrR3aWIOhgeNaE,Switzerland,68095.0,0.63,0.692,7.0,-4.951,0.0,0.427,0.275,0.0,0.167,0.82,179.877,203067.0
853,ธารารัตน์,1,2019-03-16,YOUNGOHM,https://open.spotify.com/track/3BK6m6yU8BAW5z71FnU3nu,Thailand,41394.0,0.657,0.751,0.0,-7.399,1.0,0.0331,0.801,1.7e-06,0.102,0.834,100.031,221229.0
854,Tahmanägu,1,2020-10-18,"Pitsa, Reket, kohver, boipepperoni",https://open.spotify.com/track/30D1GZffeUbaLHRDl0akOw,Estonia,5094.0,0.688,0.808,5.0,-6.592,0.0,0.0374,0.0102,2.97e-06,0.419,0.517,120.014,195291.0
855,UNTER VERDACHT,1,2021-04-16,"Capital Bra, NGEE",https://open.spotify.com/track/54AnAMobwJ5ElDCTcPFJk5,Germany,738513.0,0.675,0.789,9.0,-4.851,1.0,0.602,0.238,0.0,0.113,0.555,127.805,161389.0
856,Drip,1,2020-03-17,"SNIK, Mad Clip",https://open.spotify.com/track/4FHCNzwPSJz46ACVDmYZXJ,Greece,41658.0,0.795,0.742,5.0,-5.326,0.0,0.274,0.358,0.000223,0.147,0.333,139.893,147429.0
857,لغبطيطا,1,2020-10-18,"Omar Kamal, Hassan Shakosh",https://open.spotify.com/track/73wCLmIvEKJFU6aVHWsjjG,Egypt,7854.0,0.947,0.983,6.0,-0.288,1.0,0.0708,0.233,2.94e-06,0.136,0.961,134.953,190222.0
858,AYA,1,2019-12-23,"Murda, Ezhel",https://open.spotify.com/track/4IJEw3fDvS6XF4sDc3bvjK,Turkey,160082.0,0.743,0.68,5.0,-4.344,0.0,0.103,0.113,0.123,0.183,0.694,180.059,196583.0
859,Extasy,1,2021-05-13,"187 Strassenbande, Bonez MC, Frauenarzt",https://open.spotify.com/track/5OqIKA0ETzvxocl2IS7nV6,Germany,548627.0,0.863,0.74,9.0,-5.879,0.0,0.151,0.0289,0.0272,0.0932,0.54,129.966,174021.0
860,Biladerim İçin,1,2019-03-16,Ben Fero,https://open.spotify.com/track/3VC7KLsQnwLdKHRu7J6XBP,Turkey,279296.0,0.928,0.646,1.0,-6.675,1.0,0.211,0.0449,0.0,0.19,0.315,123.061,177861.0
861,Buongiorno,1,2021-05-13,KIDD,https://open.spotify.com/track/4vAReYtMpAAFK6cyTE8WkZ,Denmark,75424.0,0.707,0.6,7.0,-8.398,0.0,0.19,0.107,0.0,0.105,0.577,86.647,185144.0
862,Neinei,1,2017-03-08,Attan,https://open.spotify.com/track/3mGRGwcZbu63oYmTzjCi1t,Iceland,9842.0,0.869,0.437,5.0,-7.787,0.0,0.0718,0.474,0.000128,0.0912,0.566,105.026,189714.0
